director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,profit,action,adventure,animation,biography,comedy,crime,documentary,drama,family,fantasy,history,horror,music,musical,mystery,romance,sci_fi,sport,thriller,war,western,director_high,director_low,actor_1_high,actor_1_low,actor_2_high,actor_2_low,actor_3_high,actor_3_low
Scott Speer,121.0,99.0,35.0,433.0,Stephen Boss,3000.0,35057332.0,music,Ryan Guzman,Step Up Revolution ,45394,4863,Misha Gabriel Hamilton,0.0,3 dimensional|dance|dancer|dancing|flash mob,http://www.imdb.com/title/tt1800741/?ref_=fn_tt_tt_1,72.0,English,USA,PG-13,33000000.0,2012.0,594.0,6.5,2.35,19000,2057332.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
Michael Mann,261.0,133.0,0.0,301.0,Archie Kao,26000.0,7097125.0,drama,Chris Hemsworth,Blackhat ,38983,28129,Brandon Molale,1.0,chinese|computer|cybercrime|hacker|one word title,http://www.imdb.com/title/tt2717822/?ref_=fn_tt_tt_1,207.0,English,USA,R,70000000.0,2015.0,326.0,5.4,2.35,11000,-62902875.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1
Don Coscarelli,81.0,97.0,152.0,135.0,A. Michael Baldwin,674.0,7282851.0,thriller,Angus Scrimm,Phantasm II ,9502,1395,James Le Gros,1.0,cemetery|female nudity|mortuary|sphere|tall man,http://www.imdb.com/title/tt0095863/?ref_=fn_tt_tt_1,100.0,English,USA,R,3000000.0,1988.0,174.0,6.5,1.85,812,4282851.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0
David Lean,181.0,227.0,767.0,87.0,José Ferrer,607.0,6000000.0,biography,Claude Rains,Lawrence of Arabia ,192775,1076,Jack Hawkins,8.0,arab|british military|desert|ottoman empire|t.e. lawrence,http://www.imdb.com/title/tt0056172/?ref_=fn_tt_tt_1,559.0,English,UK,PG,15000000.0,1962.0,202.0,8.4,2.2,11000,-9000000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0
Rawson Marshall Thurber,177.0,107.0,43.0,569.0,Thomas Kretschmann,12000.0,126088877.0,comedy,Dwayne Johnson,Central Intelligence ,33354,14569,Megan Park,2.0,accountant|blooper|espionage|facebook|high school reunion,http://www.imdb.com/title/tt1489889/?ref_=fn_tt_tt_1,110.0,English,USA,PG-13,50000000.0,2016.0,919.0,6.6,2.35,10000,76088877.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
Simon West,98.0,96.0,165.0,566.0,Mark Valley,12000.0,183125.0,action,Nicolas Cage,Stolen ,36914,14978,Sami Gayle,1.0,bank|money|presumed dead|rescue|thief,http://www.imdb.com/title/tt1656186/?ref_=fn_tt_tt_1,86.0,English,USA,R,35000000.0,2012.0,774.0,5.5,2.35,0,-34816875.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
Patrick Tatopoulos,164.0,92.0,148.0,227.0,Kevin Grevioux,978.0,45802315.0,adventure,Craig Parker,Underworld: Rise of the Lycans ,119974,2184,Steven Mackintosh,1.0,battle|slave|vampire|warrior|werewolf,http://www.imdb.com/title/tt0834001/?ref_=fn_tt_tt_1,169.0,English,USA,R,35000000.0,2009.0,593.0,6.6,2.35,0,10802315.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
Peter Chelsom,131.0,102.0,23.0,635.0,Vanessa Williams,1000.0,79566871.0,family,Emily Osment,Hannah Montana: The Movie ,31760,4516,Moises Arias,2.0,farm|female protagonist|hannah montana|horseback riding|overalls,http://www.imdb.com/title/tt1114677/?ref_=fn_tt_tt_1,140.0,English,USA,G,30000000.0,2009.0,1000.0,4.2,1.85,0,49566871.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
Alex Rivera,47.0,90.0,8.0,35.0,Jacob Vargas,426.0,75727.0,sci_fi,Leonor Varela,Sleep Dealer ,5699,862,Tenoch Huerta,0.0,computer|future|mexican immigrant|network|wilhelm scream,http://www.imdb.com/title/tt0804529/?ref_=fn_tt_tt_1,40.0,Spanish,USA,PG-13,2500000.0,2008.0,399.0,5.9,1.85,0,-2424273.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1
Sam Mendes,176.0,122.0,0.0,158.0,Peter Gallagher,18000.0,130058047.0,drama,Kevin Spacey,American Beauty ,822500,19078,Ara Celi,0.0,domestic violence|drug dealer|homosexuality|midlife crisis|unfaithfulness,http://www.imdb.com/title/tt0169547/?ref_=fn_tt_tt_1,2715.0,English,USA,R,15000000.0,1999.0,828.0,8.4,2.35,22000,115058047.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
Ken Kwapis,125.0,107.0,42.0,171.0,Tim Blake Nelson,875.0,20113965.0,biography,Ted Danson,Big Miracle ,15231,1702,Andrew Daly,3.0,arctic circle|reporter|small town|volunteer|whale,http://www.imdb.com/title/tt1430615/?ref_=fn_tt_tt_1,66.0,English,USA,PG,40000000.0,2012.0,596.0,6.5,2.35,0,-19886035.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
Chris Columbus,253.0,106.0,0.0,1000.0,Adam Sandler,22000.0,78747585.0,sci_fi,Peter Dinklage,Pixels ,89770,35367,Josh Gad,0.0,alien|arcade game|chase|driving in reverse|video gamer,http://www.imdb.com/title/tt2120120/?ref_=fn_tt_tt_1,342.0,English,USA,PG-13,88000000.0,2015.0,11000.0,5.6,2.35,39000,-9252415.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0
Michael Gornick,95.0,85.0,10.0,178.0,Holt McCallany,3000.0,14000000.0,horror,George Kennedy,Creepshow 2 ,15956,3617,Dorothy Lamour,0.0,anthology|hit and run|hit by a car|living statue|melting woman,http://www.imdb.com/title/tt0092796/?ref_=fn_tt_tt_1,118.0,English,USA,R,3500000.0,1987.0,273.0,6.0,1.85,1000,10500000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
Mabrouk El Mechri,119.0,93.0,19.0,619.0,Bruce Willis,15000.0,3749061.0,thriller,Henry Cavill,The Cold Light of Day ,28629,30134,Óscar Jaenada,3.0,driving a car down stairs|duct tape gag|held captive|murder of a police officer|sailing,http://www.imdb.com/title/tt1366365/?ref_=fn_tt_tt_1,113.0,English,USA,PG-13,20000000.0,2012.0,13000.0,4.9,2.35,0,-16250939.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1
Rachel Perkins,33.0,88.0,3.0,38.0,Magda Szubanski,46.0,110029.0,drama,Deborah Mailman,Bran Nue Dae ,1388,225,Jessica Mauboy,7.0,australia|journey|love|priest|traveling,http://www.imdb.com/title/tt1148165/?ref_=fn_tt_tt_1,31.0,English,Australia,PG-13,6500000.0,2009.0,46.0,6.3,2.35,479,-6389971.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
Paul Thomas Anderson,401.0,148.0,0.0,175.0,Katherine Waterston,204.0,8093318.0,crime,Martin Dew,Inherent Vice ,61935,707,Serena Scott Thomas,0.0,1960s|based on novel|ex boyfriend ex girlfriend relationship|southern california|voice over narration,http://www.imdb.com/title/tt1791528/?ref_=fn_tt_tt_1,242.0,English,USA,R,20000000.0,2014.0,178.0,6.7,1.85,18000,-11906682.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
John Cornell,32.0,108.0,5.0,57.0,Linda Kozlowski,442.0,109306210.0,adventure,Paul Hogan,Crocodile Dundee II ,44096,717,John Meillon,1.0,australia|australian|crime boss|crocodile|gangster,http://www.imdb.com/title/tt0092493/?ref_=fn_tt_tt_1,62.0,English,Australia,PG,15800000.0,1988.0,162.0,5.5,2.35,489,93506210.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
Neil LaBute,156.0,110.0,119.0,265.0,Pruitt Taylor Vince,11000.0,25167270.0,drama,Morgan Freeman,Nurse Betty ,30119,12254,Kathleen Wilhoite,4.0,hospital|kansas city|obsession|salesman|soap opera,http://www.imdb.com/title/tt0171580/?ref_=fn_tt_tt_1,263.0,English,Germany,R,24000000.0,2000.0,592.0,6.3,2.35,455,1167270.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
Peter Sollett,133.0,103.0,6.0,935.0,Josh Charles,7000.0,532988.0,drama,Steve Carell,Freeheld ,5863,9660,Luke Grimes,0.0,cancer|gay bar|lesbian kiss|partner|public hearing,http://www.imdb.com/title/tt1658801/?ref_=fn_tt_tt_1,25.0,English,USA,PG-13,7000000.0,2015.0,1000.0,6.5,1.85,0,-6467012.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
John Waters,73.0,108.0,0.0,105.0,Mink Stole,462.0,180483.0,crime,Divine,Pink Flamingos ,16792,760,Edith Massey,2.0,absurd humor|egg|gross out humor|lesbian|sex,http://www.imdb.com/title/tt0069089/?ref_=fn_tt_tt_1,183.0,English,USA,NC-17,10000.0,1972.0,143.0,6.1,1.37,0,170483.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
Phillip Noyce,149.0,101.0,176.0,83.0,Tzi Ma,3000.0,12987647.0,thriller,Brendan Fraser,The Quiet American ,24019,3431,Holmes Osborne,2.0,american|french|saigon|vietnam|vietnamese,http://www.imdb.com/title/tt0258068/?ref_=fn_tt_tt_1,199.0,English,UK,R,30000000.0,2002.0,268.0,7.1,2.35,983,-17012353.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1
Gavin Hood,152.0,94.0,151.0,29.0,Nambitha Mpumlwana,113.0,2912363.0,drama,Terry Pheto,Tsotsi ,25063,278,Rapulana Seiphemo,1.0,baby|bathing a baby|criminal|slum|vomiting,http://www.imdb.com/title/tt0468565/?ref_=fn_tt_tt_1,177.0,Zulu,UK,R,3000000.0,2005.0,64.0,7.3,2.35,0,-87637.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
Andrew Bergman,63.0,95.0,31.0,450.0,Nathan Lane,944.0,2954405.0,romance,Stockard Channing,Isn't She Great ,1977,2928,John Larroquette,0.0,autistic son|cancer|female protagonist|new york city|son,http://www.imdb.com/title/tt0141399/?ref_=fn_tt_tt_1,64.0,English,USA,R,36000000.0,2000.0,886.0,5.3,1.85,133,-33045595.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1
Christopher Leitch,29.0,95.0,4.0,152.0,Robert Neary,641.0,7888703.0,comedy,John Astin,Teen Wolf Too ,8465,1389,Kim Darby,1.0,falling in love|glowing eyes|insult|teenager|three word title,http://www.imdb.com/title/tt0094118/?ref_=fn_tt_tt_1,65.0,English,USA,PG,3000000.0,1987.0,168.0,3.2,1.85,491,4888703.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
Gil Junger,46.0,95.0,19.0,447.0,Marsha Thomason,1000.0,33422806.0,comedy,Tom Wilkinson,Black Knight ,30771,2643,Vincent Regan,1.0,14th century|king|knight|sword duel|time travel,http://www.imdb.com/title/tt0265087/?ref_=fn_tt_tt_1,164.0,English,USA,PG-13,50000000.0,2001.0,691.0,4.8,2.35,0,-16577194.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0
Marc Abraham,99.0,119.0,18.0,9.0,Bill Lake,20.0,4234040.0,biography,Dylan Authors,Flash of Genius ,14301,64,Victoria Learn,0.0,flash of genius|genius|intellectual property|professor|university,http://www.imdb.com/title/tt1054588/?ref_=fn_tt_tt_1,45.0,English,USA,PG-13,20000000.0,2008.0,18.0,7.0,2.35,0,-15765960.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
John Lasseter,191.0,82.0,487.0,967.0,John Ratzenberger,15000.0,245823397.0,adventure,Tom Hanks,Toy Story 2 ,385871,21275,Wayne Knight,2.0,collector|dog|friend|rescue|toy,http://www.imdb.com/title/tt0120363/?ref_=fn_tt_tt_1,515.0,English,USA,G,90000000.0,1999.0,1000.0,7.9,1.85,0,155823397.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
Tom Tykwer,245.0,118.0,670.0,294.0,Brían F. O'Byrne,6000.0,25450527.0,drama,Naomi Watts,The International ,80196,7654,Armin Mueller-Stahl,0.0,bank|chase|district attorney|interpol|murder,http://www.imdb.com/title/tt0963178/?ref_=fn_tt_tt_1,190.0,English,USA,R,50000000.0,2009.0,450.0,6.5,2.35,0,-24549473.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
Peter MacDonald,84.0,87.0,10.0,349.0,Kurtwood Smith,13000.0,53715611.0,war,Sylvester Stallone,Rambo III ,92106,14574,Richard Crenna,1.0,afghanistan|colonel|rambo|rescue|soviet,http://www.imdb.com/title/tt0095956/?ref_=fn_tt_tt_1,171.0,English,USA,R,63000000.0,1988.0,1000.0,5.7,2.35,2000,-9284389.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1
Clint Eastwood,91.0,155.0,16000.0,229.0,Bob Gunton,18000.0,25078937.0,thriller,Kevin Spacey,Midnight in the Garden of Good and Evil ,31751,19689,Leon Rippy,2.0,graveyard|murder|murder trial|reporter|trial,http://www.imdb.com/title/tt0119668/?ref_=fn_tt_tt_1,216.0,English,USA,R,30000000.0,1997.0,461.0,6.6,1.85,0,-4921063.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1
Tomas Alfredson,466.0,127.0,140.0,10000.0,Colin Firth,19000.0,24104113.0,mystery,Benedict Cumberbatch,Tinker Tailor Soldier Spy ,149066,46241,Gary Oldman,1.0,cold war|hungary|mole|spy|woman on top,http://www.imdb.com/title/tt1340800/?ref_=fn_tt_tt_1,517.0,English,France,R,20000000.0,2011.0,14000.0,7.1,2.35,24000,4104113.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1
Chan-wook Park,202.0,112.0,0.0,38.0,Yeong-ae Lee,717.0,211667.0,drama,Min-sik Choi,Lady Vengeance ,53508,907,Hye-jeong Kang,0.0,cake|christian|lesbian sex|oral sex|pregnant schoolgirl,http://www.imdb.com/title/tt0451094/?ref_=fn_tt_tt_1,131.0,Korean,South Korea,R,4200000000.0,2005.0,126.0,7.7,2.35,4000,-4199788333.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
Hayao Miyazaki,256.0,101.0,6000.0,2.0,Yûki Amami,6.0,15081783.0,adventure,Rumi Hiiragi,Ponyo ,85589,13,Yuria Nara,0.0,children adventure|magical realism|sea goddess|small town|tsunami,http://www.imdb.com/title/tt0876563/?ref_=fn_tt_tt_1,144.0,Japanese,Japan,G,34000000.0,2008.0,3.0,7.7,1.85,0,-18918217.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
Michael Winterbottom,190.0,108.0,187.0,254.0,Archie Panjabi,11000.0,9172810.0,history,Angelina Jolie Pitt,A Mighty Heart ,24150,12178,Dan Futterman,0.0,fbi|journalist|missing|pakistan|reporter,http://www.imdb.com/title/tt0829459/?ref_=fn_tt_tt_1,118.0,English,USA,R,16000000.0,2007.0,883.0,6.7,2.35,923,-6827190.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1
Guy Ritchie,151.0,104.0,0.0,1000.0,Brad Pitt,26000.0,30093107.0,comedy,Jason Statham,Snatch ,600996,39175,Jason Flemyng,6.0,boxer|boxing|diamond|fight|gypsy,http://www.imdb.com/title/tt0208092/?ref_=fn_tt_tt_1,726.0,English,UK,R,6000000.0,2000.0,11000.0,8.3,1.85,27000,24093107.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
Jesse Dylan,34.0,93.0,58.0,722.0,Fred Willard,995.0,31155435.0,comedy,Hector Elizondo,How High ,42644,6105,T.J. Thyne,2.0,college|drugs|harvard|pot|smoke,http://www.imdb.com/title/tt0278488/?ref_=fn_tt_tt_1,102.0,English,USA,R,12000000.0,2001.0,729.0,6.2,1.85,0,19155435.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0
Joe Wright,256.0,111.0,456.0,394.0,Cara Delevingne,20000.0,34964818.0,fantasy,Hugh Jackman,Pan ,39956,21393,Nonso Anozie,4.0,1940s|child hero|fantasy world|orphan|reference to peter pan,http://www.imdb.com/title/tt3332064/?ref_=fn_tt_tt_1,186.0,English,USA,PG,150000000.0,2015.0,548.0,5.8,2.35,24000,-115035182.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
Richard Raymond,31.0,104.0,10.0,196.0,Reece Ritchie,507.0,143653.0,drama,Tom Cullen,Desert Dancer ,1177,1281,Marama Corlett,0.0,dance|dancer|dancing|desert|iran,http://www.imdb.com/title/tt2403393/?ref_=fn_tt_tt_1,10.0,English,UK,PG-13,4000000.0,2014.0,236.0,6.0,2.35,0,-3856347.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
Charles S. Dutton,76.0,110.0,534.0,511.0,Charles S. Dutton,865.0,5881504.0,biography,Omar Epps,Against the Ropes ,5917,2972,Tim Daly,2.0,boxer|boxing|boxing arena|boxing manager|directed by co star,http://www.imdb.com/title/tt0312329/?ref_=fn_tt_tt_1,50.0,English,USA,PG-13,39000000.0,2004.0,534.0,5.3,2.35,177,-33118496.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
John McTiernan,85.0,102.0,323.0,241.0,Vladimir Kulich,845.0,32694788.0,history,Tony Curran,The 13th Warrior ,101411,1815,Clive Russell,1.0,arab|battle|combat|viking|warrior,http://www.imdb.com/title/tt0120657/?ref_=fn_tt_tt_1,546.0,English,USA,R,85000000.0,1999.0,372.0,6.6,2.35,0,-52305212.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
Leslye Headland,156.0,87.0,21.0,416.0,Adam Scott,4000.0,418268.0,romance,Kirsten Dunst,Bachelorette ,37156,8353,Andrew Rannells,3.0,bachelorette party|drug use|high school|overdose|wedding dress,http://www.imdb.com/title/tt1920849/?ref_=fn_tt_tt_1,129.0,English,USA,R,3000000.0,2012.0,3000.0,5.3,2.35,0,-2581732.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1
Tommy O'Haver,63.0,87.0,13.0,869.0,Kirsten Dunst,15000.0,11560259.0,comedy,Mila Kunis,Get Over It ,15617,22485,Carmen Electra,1.0,basketball|dancer|high school|love triangle|shakespeare's a midsummer night's dream,http://www.imdb.com/title/tt0192071/?ref_=fn_tt_tt_1,180.0,English,USA,PG-13,22000000.0,2001.0,4000.0,5.8,2.35,0,-10439741.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
Rob Cohen,264.0,112.0,357.0,595.0,Brendan Fraser,5000.0,102176165.0,fantasy,Jet Li,The Mummy: Tomb of the Dragon Emperor ,117927,9131,Russell Wong,2.0,army|china|emperor|mummy|shangri la,http://www.imdb.com/title/tt0859163/?ref_=fn_tt_tt_1,501.0,English,USA,PG-13,145000000.0,2008.0,3000.0,5.2,2.35,0,-42823835.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1
Scott Hicks,71.0,105.0,96.0,35.0,Armin Mueller-Stahl,509.0,35811509.0,music,Noah Taylor,Shine ,43013,888,Nicholas Bell,0.0,abuse|australia|concert|pianist|piano,http://www.imdb.com/title/tt0117631/?ref_=fn_tt_tt_1,104.0,English,Australia,PG-13,5500000.0,1996.0,294.0,7.7,1.85,0,30311509.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
Richard Fleischer,77.0,103.0,130.0,406.0,Olivia d'Abo,691.0,26400000.0,fantasy,Mako,Conan the Destroyer ,62009,2481,Grace Jones,1.0,gods|princess|queen|rescue|wizard,http://www.imdb.com/title/tt0087078/?ref_=fn_tt_tt_1,109.0,English,USA,PG,18000000.0,1984.0,476.0,5.8,2.35,2000,8400000.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0
David Gordon Green,208.0,102.0,234.0,11000.0,Zooey Deschanel,20000.0,21557240.0,fantasy,Natalie Portman,Your Highness ,85237,45202,James Franco,3.0,knight|prince|quest|rescue|thong bikini,http://www.imdb.com/title/tt1240982/?ref_=fn_tt_tt_1,274.0,English,USA,R,49900000.0,2011.0,11000.0,5.6,2.35,18000,-28342760.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
Tod Williams,264.0,98.0,21.0,189.0,Molly Ephraim,438.0,84749884.0,horror,Sprague Grayden,Paranormal Activity 2 ,82133,1081,Micah Sloat,0.0,california|carlsbad california|house|nanny|security camera,http://www.imdb.com/title/tt1536044/?ref_=fn_tt_tt_1,359.0,English,USA,R,3000000.0,2010.0,332.0,5.7,1.85,14000,81749884.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
Michel Leclerc,87.0,100.0,3.0,9.0,Jacques Gamblin,74.0,513836.0,drama,Sara Forestier,The Names of Love ,6304,143,Zinedine Soualem,1.0,activist|promiscuous daughter|promiscuous woman|sex in a bed|voyeurism,http://www.imdb.com/title/tt1646974/?ref_=fn_tt_tt_1,21.0,French,France,R,4600000.0,2010.0,52.0,7.2,1.85,0,-4086164.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
Louis Leterrier,163.0,87.0,255.0,810.0,Jason Flemyng,26000.0,43095600.0,action,Jason Statham,Transporter 2 ,156267,29050,Matthew Modine,1.0,driver|french|kidnapping|police|sequel,http://www.imdb.com/title/tt0388482/?ref_=fn_tt_tt_1,340.0,English,France,PG-13,32000000.0,2005.0,1000.0,6.3,2.35,0,11095600.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
Jay Roach,199.0,95.0,116.0,481.0,Verne Troyer,45000.0,205399422.0,comedy,Muse Watson,Austin Powers: The Spy Who Shagged Me ,181225,47203,Robert Wagner,1.0,penis joke|phallic image|sexy agent|spy|volcano hideout,http://www.imdb.com/title/tt0145660/?ref_=fn_tt_tt_1,784.0,English,USA,PG-13,33000000.0,1999.0,645.0,6.6,2.35,0,172399422.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
Patrick Lussier,122.0,99.0,71.0,1000.0,Danny Masterson,18000.0,33000377.0,thriller,Gerard Butler,Dracula 2000 ,27378,23344,Jeri Ryan,0.0,dracula|gothic|painting|rescue|van helsing,http://www.imdb.com/title/tt0219653/?ref_=fn_tt_tt_1,365.0,English,USA,R,28000000.0,2000.0,1000.0,4.9,2.35,0,5000377.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0
Rodman Flender,59.0,92.0,6.0,577.0,Fred Willard,890.0,4002955.0,comedy,Vivica A. Fox,Idle Hands ,33745,3654,Elden Henson,0.0,breasts|female frontal nudity|nude woman murdered|slow motion scene|trailer home,http://www.imdb.com/title/tt0138510/?ref_=fn_tt_tt_1,198.0,English,USA,R,20000000.0,1999.0,729.0,6.2,1.85,0,-15997045.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
M. Night Shyamalan,349.0,100.0,0.0,894.0,Zoë Kravitz,10000.0,60522097.0,adventure,Will Smith,After Earth ,158720,14168,Glenn Morshower,0.0,box office flop|father son team|fear|race against time|real life father and son playing father and son,http://www.imdb.com/title/tt1815862/?ref_=fn_tt_tt_1,744.0,English,USA,PG-13,130000000.0,2013.0,943.0,4.9,2.35,37000,-69477903.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
Joshua Oppenheimer,248.0,96.0,50.0,0.0,Herman Koto,3.0,484221.0,biography,Anwar Congo,The Act of Killing ,23836,6,Syamsul Arifin,1.0,death squad|mass killing|musical number|reference to guantanamo bay|surrealism,http://www.imdb.com/title/tt2375605/?ref_=fn_tt_tt_1,107.0,Indonesian,UK,Not Rated,1000000.0,2012.0,3.0,8.2,1.85,20000,-515779.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
Rob Cohen,191.0,132.0,357.0,212.0,Eve,14000.0,141204016.0,adventure,Vin Diesel,xXx ,142569,14790,Leila Arcieri,0.0,agent|nsa|nsa agent|prague|russian,http://www.imdb.com/title/tt0295701/?ref_=fn_tt_tt_1,737.0,English,USA,PG-13,70000000.0,2002.0,223.0,5.8,2.35,10000,71204016.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0
Dwight H. Little,94.0,97.0,27.0,522.0,Salli Richardson-Whitfield,601.0,31526393.0,adventure,Nicholas Gonzalez,Anacondas: The Hunt for the Blood Orchid ,22243,2730,Johnny Messner,0.0,anaconda|blood|borneo|flower|orchid,http://www.imdb.com/title/tt0366174/?ref_=fn_tt_tt_1,144.0,English,USA,PG-13,25000000.0,2004.0,543.0,4.6,2.35,686,6526393.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
