director_name,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,actor_1_name,movie_title,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,language,country,content_rating,budget,title_year,actor_2_facebook_likes,aspect_ratio,profit,gross_bin,action,adventure,animation,biography,comedy,crime,documentary,drama,family,fantasy,film-noir,history,horror,music,musical,mystery,romance,sci_fi,sport,thriller,war,western,director_high,director_low,actor_1_high,actor_1_low,actor_2_high,actor_2_low,actor_3_high,actor_3_low,is_english,profit_binary
Kimberly Peirce,118.0,108.0,103.0,Brendan Sexton III,173.0,11533945.0,Alicia Goranson,Boys Don't Cry ,563,Jeannetta Arnette,0.0,drinking|female dressed as male|love|nebraska|transgender,http://www.imdb.com/title/tt0171804/?ref_=fn_tt_tt_1,English,USA,R,2000000.0,1999,148.0,1.85,9533945.0,0.3333333333333333,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1
Chris Kentis,86.0,9.0,32.0,Julia Taylor Ross,120.0,12555230.0,Eric Sheffer Stevens,Silent House ,218,Adam Trese,0.0,bound and gagged|girl|haunted house|hearing noises|uninterrupted shot,http://www.imdb.com/title/tt1767382/?ref_=fn_tt_tt_1,English,France,R,2000000.0,2011,44.0,1.85,10555230.0,0.3333333333333333,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1
Florian Henckel von Donnersmarck,137.0,207.0,155.0,Ulrich Mühe,380.0,11284657.0,Sebastian Koch,The Lives of Others ,927,Martina Gedeck,3.0,east germany|police|secret police|stasi|writer,http://www.imdb.com/title/tt0405094/?ref_=fn_tt_tt_1,German,Germany,R,2000000.0,2006,284.0,2.35,9284657.0,0.3333333333333333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1
Alex Kendrick,129.0,589.0,341.0,Alex Kendrick,690.0,34522221.0,Ben Davies,Courageous ,2300,T.C. Stallings,7.0,faith|fatherhood|integrity|police|responsibility,http://www.imdb.com/title/tt1630036/?ref_=fn_tt_tt_1,English,USA,PG-13,2000000.0,2011,589.0,2.35,32522221.0,0.6666666666666666,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1
Sylvain Chomet,80.0,162.0,0.0,Charles Linton,23.0,7002255.0,Michel Robin,The Triplets of Belleville ,29,Béatrice Bonifassi,0.0,belleville|dog|mafia|tour de france|very little dialogue,http://www.imdb.com/title/tt0286244/?ref_=fn_tt_tt_1,French,France,PG-13,9500000.0,2003,6.0,1.66,-2497745.0,0.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
Chris Eyre,89.0,149.0,580.0,Irene Bedard,912.0,6719300.0,Michael Greyeyes,Smoke Signals ,3163,Gary Farmer,3.0,family abandonment|fire|loss of father|native american protagonist|native american reservation,http://www.imdb.com/title/tt0120321/?ref_=fn_tt_tt_1,English,Canada,PG-13,2000000.0,1998,752.0,1.85,4719300.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1
Richard Linklater,80.0,0.0,3.0,Albert Delpy,50.0,5792822.0,Vernon Dobtcheff,Before Sunset ,65,Marie Pillet,0.0,book|bookstore|love|simultaneity|train,http://www.imdb.com/title/tt0381681/?ref_=fn_tt_tt_1,English,USA,R,2700000.0,2004,8.0,1.85,3092822.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1
Alejandro G. Iñárritu,115.0,0.0,35.0,Jorge Salinas,85.0,5383834.0,Adriana Barraza,Amores Perros ,318,Goya Toledo,0.0,animal in title|dog fight|mexico city|multiple perspectives|nonlinear timeline,http://www.imdb.com/title/tt0245712/?ref_=fn_tt_tt_1,Spanish,Mexico,R,2000000.0,2000,79.0,1.85,3383834.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1
Catherine Hardwicke,100.0,308.0,374.0,Sarah Clarke,1000.0,4599680.0,Holly Hunter,Thirteen ,2186,Kip Pardue,2.0,13 year olds|adolescence|friend|peer pressure|teacher,http://www.imdb.com/title/tt0328538/?ref_=fn_tt_tt_1,English,USA,R,1500000.0,2003,482.0,1.85,3099680.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1
Debra Granik,100.0,81.0,179.0,Shelley Waggener,34000.0,6531491.0,Jennifer Lawrence,Winter's Bone ,34446,Lauren Sweetser,2.0,bail|crystal meth|family relationships|female protagonist|search for father,http://www.imdb.com/title/tt1399683/?ref_=fn_tt_tt_1,English,USA,R,2000000.0,2010,248.0,1.85,4531491.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1
Miranda July,91.0,244.0,244.0,Brad William Henke,538.0,3885134.0,Najarra Townsend,Me and You and Everyone We Know ,1349,Miranda July,0.0,fellatio|seven word title|shoe salesman|title directed by female|written by director,http://www.imdb.com/title/tt0415978/?ref_=fn_tt_tt_1,English,USA,R,2000000.0,2005,363.0,1.85,1885134.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1
Max Joseph,96.0,31.0,328.0,Emily Ratajkowski,804.0,3590010.0,Vanessa Lengies,We Are Your Friends ,3013,Jonny Weston,0.0,box office flop|critically bashed|male objectification|narcissism|wannabe dj,http://www.imdb.com/title/tt3787590/?ref_=fn_tt_tt_1,English,UK,R,2000000.0,2015,625.0,1.85,1590010.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1
David Ayer,116.0,453.0,2000.0,Christian Bale,24000.0,3335839.0,J.K. Simmons,Harsh Times ,50313,Noel Gugliemi,2.0,blood splatter|friend|lapd|mexican|violence,http://www.imdb.com/title/tt0433387/?ref_=fn_tt_tt_1,English,USA,R,2000000.0,2005,23000.0,1.85,1335839.0,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1
Jerry Jameson,97.0,5.0,349.0,Leonor Varela,1000.0,2557668.0,David Oyelowo,Captive ,2739,Sydelle Noel,1.0,auto theft|based on true story|drug addict|kidnapping|violence,http://www.imdb.com/title/tt3268668/?ref_=fn_tt_tt_1,English,USA,PG-13,2000000.0,2015,426.0,1.85,557668.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1
Steven Soderbergh,101.0,0.0,685.0,Enrico Colantoni,8000.0,2506446.0,Julia Roberts,Full Frontal ,11327,Blair Underwood,0.0,birthday|friend|hollywood|party|sex,http://www.imdb.com/title/tt0290212/?ref_=fn_tt_tt_1,English,USA,R,2000000.0,2002,724.0,1.85,506446.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1
Kevin Tenney,98.0,85.0,186.0,Tawny Kitaen,265.0,7369373.0,Kathleen Wilhoite,Witchboard ,901,Rose Marie,1.0,evil spirit|hatchet|ouija|ouija board|psychopathic killer,http://www.imdb.com/title/tt0090327/?ref_=fn_tt_tt_1,English,UK,R,2000000.0,1986,194.0,1.85,5369373.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1
Kenneth Branagh,150.0,0.0,401.0,Brian Blessed,597.0,4414535.0,Julie Christie,Hamlet ,1645,Richard Briers,0.0,classic literature|denmark|funeral|madness|prince,http://www.imdb.com/title/tt0116477/?ref_=fn_tt_tt_1,English,UK,PG-13,18000000.0,1996,591.0,2.2,-13585465.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0
John Cameron Mitchell,101.0,263.0,37.0,Peter Stickles,71.0,1984378.0,Sook-Yin Lee,Shortbus ,226,Raphael Barker,3.0,controversy|ejaculation|male frontal nudity|oral sex|unsimulated sex,http://www.imdb.com/title/tt0367027/?ref_=fn_tt_tt_1,English,USA,Unrated,2000000.0,2006,51.0,1.78,-15622.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0
Ari Folman,90.0,56.0,0.0,Ronny Dayag,56.0,2283276.0,Ari Folman,Waltz with Bashir ,56,Zahava Solomon,0.0,bar|dog|interview|lebanon|nightmare,http://www.imdb.com/title/tt1185616/?ref_=fn_tt_tt_1,Hebrew,Israel,R,1500000.0,2008,0.0,1.85,783276.0,0.0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1
Gary Rogers,120.0,0.0,40.0,Kirby Heyborne,178.0,1098224.0,Noah Danby,"The Book of Mormon Movie, Volume 1: The Journey ",359,Bruce Newbold,1.0,jerusalem|journey|promised land|ship|wilderness,http://www.imdb.com/title/tt0349159/?ref_=fn_tt_tt_1,English,USA,PG-13,2000000.0,2003,69.0,1.85,-901776.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0
Marielle Heller,102.0,22.0,80.0,David Fine,10000.0,1477002.0,Alexander Skarsgård,The Diary of a Teenage Girl ,11184,Austin Lyon,3.0,1970s|mother's boyfriend|overalls|phone booth|sexual promiscuity,http://www.imdb.com/title/tt3172532/?ref_=fn_tt_tt_1,English,USA,R,2000000.0,2015,1000.0,2.35,-522998.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0
David Sington,100.0,90.0,65.0,Buzz Aldrin,168.0,1134049.0,John F. Kennedy,In the Shadow of the Moon ,408,Neil Armstrong,0.0,1960s|astronaut|moon|nasa|spacecraft accident,http://www.imdb.com/title/tt0925248/?ref_=fn_tt_tt_1,English,UK,PG,2000000.0,2007,142.0,1.85,-865951.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0
Fenton Bailey,89.0,13.0,218.0,Bill Maher,373.0,653621.0,Hugh M. Hefner,Inside Deep Throat ,1136,Linda Lovelace,0.0,clitoris|deep throat|fellatio|oral sex|porn industry,http://www.imdb.com/title/tt0418753/?ref_=fn_tt_tt_1,English,USA,NC-17,2000000.0,2005,334.0,1.85,-1346379.0,0.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0
Huck Botko,86.0,10.0,126.0,Krysta Rodriguez,189.0,535249.0,Matt Bennett,The Virginity Hit ,768,Zack Pearlman,0.0,masturbation|porn star|sex lesson from a prostitute|spreadeagle|topless,http://www.imdb.com/title/tt1695994/?ref_=fn_tt_tt_1,English,USA,R,3400000.0,2010,131.0,1.85,-2864751.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0
David Duchovny,96.0,0.0,902.0,Mark Margolis,49000.0,371081.0,Robin Williams,House of D ,51441,Frank Langella,2.0,artist|butchery|catholic|catholic school|friend,http://www.imdb.com/title/tt0372334/?ref_=fn_tt_tt_1,English,USA,PG-13,6000000.0,2004,1000.0,1.85,-5628919.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0
Lance Mungia,91.0,4.0,0.0,Stephane Gauger,33.0,124494.0,Jeffrey Falcon,Six-String Samurai ,36,Kim De Angelo,1.0,boy|guitar|orphan|rock 'n' roll|sword,http://www.imdb.com/title/tt0118736/?ref_=fn_tt_tt_1,English,USA,PG-13,2000000.0,1998,3.0,1.85,-1875506.0,0.0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0
Hue Rhodes,85.0,0.0,966.0,Steve Buscemi,22000.0,100669.0,Peter Dinklage,Saint John of Las Vegas ,36885,Romany Malco,1.0,city name in title|male frontal nudity|place name in title,http://www.imdb.com/title/tt1276105/?ref_=fn_tt_tt_1,English,USA,R,3800000.0,2009,12000.0,2.35,-3699331.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0
Roland Emmerich,129.0,776.0,256.0,Caleb Landry Jones,25000.0,186354.0,Jeremy Irvine,Stonewall ,26176,Matt Craven,0.0,box office flop|critically bashed|gay rights|new york city|stonewall riots,http://www.imdb.com/title/tt3018070/?ref_=fn_tt_tt_1,English,USA,R,13500000.0,2015,463.0,2.35,-13313646.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0
Hunter Richards,92.0,11.0,1000.0,Chris Evans,26000.0,12667.0,Jason Statham,London ,39518,Dane Cook,2.0,bar|coke|drugs|party|snorting,http://www.imdb.com/title/tt0449061/?ref_=fn_tt_tt_1,English,UK,R,14000.0,2005,11000.0,2.35,-1333.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0
Laurie Collyer,96.0,38.0,85.0,Kate Burton,363.0,198407.0,Brad William Henke,Sherrybaby ,774,Michelle Hurst,1.0,ex convict|halfway house|nipples visible through clothing|orgasm|parole officer,http://www.imdb.com/title/tt0423169/?ref_=fn_tt_tt_1,English,USA,R,2000000.0,2006,223.0,1.85,-1801593.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0
Bruce McCulloch,85.0,54.0,455.0,Megan Mullally,985.0,13973532.0,Martin Starr,Stealing Harvard ,3065,Chris Penn,1.0,black humor|crying during sex|harvard|humor|man with glasses,http://www.imdb.com/title/tt0265808/?ref_=fn_tt_tt_1,English,USA,PG-13,25000000.0,2002,637.0,1.85,-11026468.0,0.3333333333333333,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0
Ralph Ziman,119.0,5.0,12.0,Kenneth Nkosi,29.0,4958.0,Rapulana Seiphemo,Gangster's Paradise: Jerusalema ,86,Robert Hobbs,2.0,carjacking|drug lord|johannesburg south africa|police|post apartheid,http://www.imdb.com/title/tt0783532/?ref_=fn_tt_tt_1,English,South Africa,R,2000000.0,2008,18.0,2.35,-1995042.0,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0
Orson Welles,92.0,0.0,18.0,Everett Sloane,1000.0,7927.0,Rita Hayworth,The Lady from Shanghai ,1055,Ted de Corsia,1.0,law partner|murder|partner|seaman|yacht,http://www.imdb.com/title/tt0040525/?ref_=fn_tt_tt_1,English,USA,Not Rated,2300000.0,1947,29.0,1.37,-2292073.0,0.0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0
Paul Bunnell,106.0,5.0,356.0,Kevin McCarthy,416.0,2436.0,Kate Maberly,The Ghastly Love of Johnny X ,1611,Paul Williams,2.0,1950s|independent film|outlaw|trial,http://www.imdb.com/title/tt1754633/?ref_=fn_tt_tt_1,English,USA,Not Rated,2000000.0,2012,403.0,2.35,-1997564.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0
Tim Hunter,99.0,28.0,223.0,Daniel Roebuck,18000.0,4600000.0,Keanu Reeves,River's Edge ,19649,Ione Skye,2.0,death|friend|high school|murder|police,http://www.imdb.com/title/tt0091860/?ref_=fn_tt_tt_1,English,USA,R,1900000.0,1986,1000.0,1.85,2700000.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1
Michael Polish,103.0,35.0,482.0,Anthony Edwards,548.0,1420578.0,Peter Coyote,Northfork ,2389,Jon Gries,0.0,boy|caretaker|dam|evacuation|orphanage,http://www.imdb.com/title/tt0322659/?ref_=fn_tt_tt_1,English,USA,PG-13,1900000.0,2003,495.0,2.35,-479422.0,0.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0
Rodrigo Cortés,95.0,89.0,263.0,Samantha Mathis,16000.0,1028658.0,Ryan Reynolds,Buried ,17471,Erik Palladino,0.0,buried alive|coffin|iraq|one person|single set production,http://www.imdb.com/title/tt1462758/?ref_=fn_tt_tt_1,English,Spain,R,3000000.0,2010,517.0,2.35,-1971342.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0
Pascal Arnold,95.0,0.0,164.0,Lizzie Brocheré,533.0,18435.0,Karl E. Landler,One to Another ,1082,Pierre Perrier,5.0,fellatio|female frontal nudity|male frontal nudity|nude sunbathing|orgy,http://www.imdb.com/title/tt0486751/?ref_=fn_tt_tt_1,French,France,Unrated,1400000.0,2006,323.0,1.85,-1381565.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
Kimberly Peirce,100.0,108.0,534.0,Judy Greer,17000.0,35266619.0,Chloë Grace Moretz,Carrie ,20051,Portia Doubleday,1.0,outcast|prom|self injury|telekinesis|tragic event,http://www.imdb.com/title/tt1939659/?ref_=fn_tt_tt_1,English,USA,R,30000000.0,2013,2000.0,2.35,5266619.0,0.6666666666666666,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1
Wes Craven,101.0,0.0,574.0,Lin Shaye,40000.0,26505000.0,Johnny Depp,A Nightmare on Elm Street ,42918,Amanda Wyss,1.0,freddy krueger|lucid dream|serial killer|slasher|sleep deprivation,http://www.imdb.com/title/tt0087800/?ref_=fn_tt_tt_1,English,USA,X,1800000.0,1984,852.0,1.85,24705000.0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1
James Marsh,90.0,120.0,0.0,Philippe Petit,41.0,2957978.0,Paul McGill,Man on Wire ,68,Jean-Louis Blondeau,0.0,new york city|passion|reenactment|rooftop|tower,http://www.imdb.com/title/tt1155592/?ref_=fn_tt_tt_1,English,UK,PG-13,1000000.0,2008,27.0,1.85,1957978.0,0.0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1
Jamal Hill,89.0,47.0,585.0,Adam Ratcliffe,628.0,444044.0,Logan Browning,Brotherly Love ,4249,Faizon Love,6.0,basketball|burglary|police|robbery|teenage girl,http://www.imdb.com/title/tt3262990/?ref_=fn_tt_tt_1,English,USA,R,1900000.0,2015,606.0,1.85,-1455956.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0
Daniel Stamm,87.0,13.0,308.0,Ashley Bell,463.0,40990055.0,Caleb Landry Jones,The Last Exorcism ,1958,Patrick Fabian,0.0,cult film|documentary crew|exorcism|found footage|satanic ritual,http://www.imdb.com/title/tt1320244/?ref_=fn_tt_tt_1,English,France,PG-13,1800000.0,2010,400.0,1.85,39190055.0,0.6666666666666666,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1
Carlos Carrera,118.0,12.0,67.0,Ana Claudia Talancón,201.0,5709616.0,Damián Alcázar,El crimen del padre Amaro ,546,Pedro Armendáriz Jr.,0.0,church|love|mexico|politics|priest,http://www.imdb.com/title/tt0313196/?ref_=fn_tt_tt_1,Spanish,Mexico,R,1800000.0,2002,163.0,1.85,3909616.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1
Benh Zeitlin,93.0,188.0,168.0,Gina Montana,2000.0,12784397.0,Quvenzhané Wallis,Beasts of the Southern Wild ,2658,Dwight Henry,0.0,auroch|community|hospital|illness|six year old,http://www.imdb.com/title/tt2125435/?ref_=fn_tt_tt_1,English,USA,PG-13,1800000.0,2012,458.0,1.85,10984397.0,0.3333333333333333,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1
Maggie Greenwald,109.0,9.0,280.0,David Patrick Kelly,767.0,3050934.0,Aidan Quinn,Songcatcher ,2187,Jane Adams,1.0,doctor|mountain|musician|song|university,http://www.imdb.com/title/tt0210299/?ref_=fn_tt_tt_1,English,USA,PG-13,1800000.0,2000,380.0,1.85,1250934.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1
Tom Tykwer,81.0,670.0,34.0,Ludger Pistor,486.0,7267324.0,Moritz Bleibtreu,Run Lola Run ,623,Armin Rohde,1.0,bechdel test failed|money|multiple outcomes|repeated event|subway,http://www.imdb.com/title/tt0130827/?ref_=fn_tt_tt_1,German,Germany,R,3500000.0,1998,37.0,1.85,3767324.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1
Lucky McKee,93.0,75.0,446.0,Will Estes,701.0,145540.0,James Duval,May ,2489,Nora Zehetner,1.0,case|doll|dry humor|friend|love,http://www.imdb.com/title/tt0303361/?ref_=fn_tt_tt_1,English,USA,R,500000.0,2002,461.0,1.85,-354460.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0
Todd Field,138.0,143.0,783.0,Sissy Spacek,1000.0,35918429.0,Tom Wilkinson,In the Bedroom ,3970,Karen Allen,1.0,doctor|maine|only son|school choir|summer,http://www.imdb.com/title/tt0247425/?ref_=fn_tt_tt_1,English,USA,R,1700000.0,2001,874.0,2.35,34218429.0,0.6666666666666666,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1
Steven R. Monroe,105.0,68.0,374.0,Chad Lindberg,635.0,92401.0,Sarah Butler,I Spit on Your Grave ,2423,Daniel Franzese,0.0,horror movie remake|rape|rape and revenge|rape victim|revenge,http://www.imdb.com/title/tt1242432/?ref_=fn_tt_tt_1,English,USA,R,2000000.0,2010,445.0,2.35,-1907599.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0
Mark Illsley,98.0,3.0,327.0,Illeana Douglas,349.0,1943649.0,Ally Walker,"Happy, Texas ",2095,Jeremy Northam,3.0,banker|beauty pageant|escaped convict|gay|pageant,http://www.imdb.com/title/tt0162360/?ref_=fn_tt_tt_1,English,USA,PG-13,1700000.0,1999,347.0,1.85,243649.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1
Pawel Pawlikowski,86.0,84.0,34.0,Natalie Press,680.0,992238.0,Paddy Considine,My Summer of Love ,763,Dean Andrews,0.0,female frontal nudity|lesbian relationship|summer|voyeurism|yorkshire,http://www.imdb.com/title/tt0382189/?ref_=fn_tt_tt_1,English,UK,R,1700000.0,2004,46.0,1.85,-707762.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0
Ritesh Batra,104.0,25.0,73.0,Nimrat Kaur,638.0,4231500.0,Nawazuddin Siddiqui,The Lunchbox ,822,Lillete Dubey,2.0,delivery|delivery to wrong address|lunchbox|open ended|unconventional romance,http://www.imdb.com/title/tt2350496/?ref_=fn_tt_tt_1,Hindi,India,PG,1000000.0,2013,85.0,2.35,3231500.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1
Sally Potter,100.0,87.0,420.0,Joan Allen,887.0,396035.0,Shirley Henderson,Yes ,2721,Stephanie Leonidas,0.0,beach|lebanese|loss|muslim|restaurant,http://www.imdb.com/title/tt0381717/?ref_=fn_tt_tt_1,English,UK,R,1000000.0,2004,805.0,1.85,-603965.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0
Nadine Labaki,95.0,0.0,0.0,Adel Karam,227.0,1060591.0,Yasmine Al Massri,Caramel ,231,Nadine Labaki,0.0,caramel|friendship|police|secret|suitor,http://www.imdb.com/title/tt0825236/?ref_=fn_tt_tt_1,Arabic,France,PG,1300000.0,2007,4.0,1.85,-239409.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
François Truffaut,123.0,0.0,21.0,Jean-Paul Belmondo,963.0,26893.0,Catherine Deneuve,Mississippi Mermaid ,1694,Michel Bouquet,0.0,antibes|hotel|island|reunion|reunion island,http://www.imdb.com/title/tt0064990/?ref_=fn_tt_tt_1,French,France,R,1600000.0,1969,710.0,2.35,-1573107.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
Adam Goldberg,111.0,1000.0,127.0,Marisa Coughlan,2000.0,2580.0,Judy Greer,I Love Your Work ,2564,Nicky Katt,2.0,film student|marriage|mental breakdown|movie star|obsession,http://www.imdb.com/title/tt0322700/?ref_=fn_tt_tt_1,English,USA,R,1650000.0,2003,163.0,2.35,-1647420.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0
Zack Snyder,110.0,0.0,1000.0,Kevin Zegers,3000.0,58885635.0,Ty Burrell,Dawn of the Dead ,10438,Mekhi Phifer,0.0,mall|mayhem|nurse|rear entry sex|survival horror,http://www.imdb.com/title/tt0363547/?ref_=fn_tt_tt_1,English,USA,R,26000000.0,2004,2000.0,2.35,32885635.0,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1
Adrienne Shelly,108.0,191.0,336.0,Cheryl Hines,597.0,19067631.0,Lew Temple,Waitress ,1981,Eddie Jemison,1.0,domestic violence|pregnancy|unhappy marriage|unwanted pregnancy|waitress,http://www.imdb.com/title/tt0473308/?ref_=fn_tt_tt_1,English,USA,PG-13,2000000.0,2007,541.0,1.85,17067631.0,0.3333333333333333,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1
